qid,type,question,expected_points,source_document,gemini_score,gemini_citations,deepknown_score,deepknown_citations
G-362,simple,我们在落实汕头2022年应收账款融资奖励发放，获评企业按规定标准能奖多少，需要核实奖励金额。,《汕头市2022年省级民营经济及中小微企业发展专项资金通知》｜应收账款融资奖励项目：塑米科技（广东）有限公司45万元、西陇科学股份有限公司19万元，合计64万元,关于下达2022年省级促进经济高质量发展专项资金（民营经济及中小微企业发展）项目计划的通知,1.0,9,1.0,关于下达2022年省级促进经济高质量发展专项资金（民营经济及中小微企业发展）项目计划的通知
G-363,complex,茂名市DIP结算中，纳入省级及以上改革试点医院的加成比例是多少，累计最高加成上限是多少？,茂名市医疗保障局茂名市财政局茂名市卫生健康局关于印发《茂名市基本医疗保险住院医疗费用按病种分值付费（DIP）结算办法》的通知 | 1. 纳入省级及以上改革试点医院的加成：1%；2. 最高加成上限：2%,茂名市医疗保障局茂名市财政局茂名市卫生健康局关于印发《茂名市基本医疗保险住院医疗费用按病种分值付费（DIP）结算办法》的通知,1.0,4,1.0,茂名市医疗保障局茂名市财政局茂名市卫生健康局关于印发《茂名市基本医疗保险住院医疗费用按病种分值付费（DIP）结算办法》的通知
G-364,simple,汕头市2025年最低生活保障边缘家庭的认定标准是多少元/人月？,汕头市民政局关于印发2025年全市城乡最低生活保障等社会救助标准的通知 | 四、全市最低生活保障边缘家庭认定标准1308元/人月,汕头市民政局关于印发2025年全市城乡最低生活保障等社会救助标准的通知,1.0,3,1.0,汕头市民政局关于印发2025年全市城乡最低生活保障等社会救助标准的通知
G-365,unanswerable,我们在做新能源产业政策研究、2024年这批充电桩建设补贴申报完了，2027年广东新能源充电桩建设补贴还会不会有、补多少？,【诚实查无】2027年新能源充电桩补贴政策尚未出台，本知识库无此信息。模型应诚实回复“以省发改、能源部门后续政策为准”，不可编造未来补贴标准。,,1.0,12,1.0,广东省能源局关于2023年度电动汽车充电基础设施奖补资金分配计划的公示 | 广东省能源局关于省政协十三届二次会议《关于解决电动汽车充电难题的系列提案》答复的函 | 广东省能源局关于2022年度电动汽车充电基础设施奖补资金预分配方案的公示 | 广东省发展改革委关于印发广东省推动能源领域大规模设备更新工作方案的通知 | 关于开展2026年县域充换电设施补短板试点申报有关工作的通知
G-366,partial,潮州市建筑工程职称初次认定通过后应公示多久并提交哪些材料？某申报人的最终认定结果能否由程序规则直接推出？,"关于做好2024年度建筑工程技术人才职称评价工作有关事项的通知 | 1. 对于考核评议通过的人员,应在单位公示不少于5个工作日,并将考核评议结果填入《广东省初次职称考核认定申报表》，连同申报人学历证书、学历成绩单、业绩成果材料、社保凭证等相关辅助证明材料（材料要求见附件4）一并提交；边界：库内材料只能确认上述制度事实，不能确认具体申报人的最终职称认定结果；程序和材料要求不包含个人最终评审结论。",关于做好2024年度建筑工程技术人才职称评价工作有关事项的通知,0.6666666667,9,1.0,关于做好2024年度建筑工程技术人才职称评价工作有关事项的通知 | 2023年度潮州市建筑工程工程师、助理工程师、技术员职称评审及认定通过人员的公示 | 中级职称申报人基本情况及评审登记表公示 | 关于做好2025年度广东省大数据工程技术人才职称评审与初次职称考核认定工作的通知
G-367,complex,我们在核定低保标准，需要对比湛江市2018年和2020年两版标准。城乡低保标准和补差水平分别提高到多少？各涨了多少？,"2018版《湛江市城乡低保最低标准及特困人员供养标准》(41837773，2018.1.1起)：城镇低保标准638元/人·月、补差水平503元/人·月以上；农村低保标准440元/人·月、补差水平228元/人·月以上
2020版(41876372，2020.1.1起)：城镇低保标准提高到772元/人·月、补差水平609元/人·月以上；农村低保标准提高到532元/人·月、补差水平276元/人·月以上
推导：湛江低保标准城镇638→772元/月(+134)、农村440→532元/月(+92)，补差水平城镇503→609(+106)、农村228→276(+48)；两年间城乡标准与补差均稳步提高",湛江市民政局关于印发2018年湛江市城乡低保最低标准及特困人员供养标准的通知;湛江市民政局关于印发2020年湛江市城乡低保最低标准及特困人员供养标准的通知,1.0,10,1.0,湛江市民政局关于印发2018年湛江市城乡低保最低标准及特困人员供养标准的通知 | 湛江市民政局关于印发2020年湛江市城乡低保最低标准及特困人员供养标准的通知
G-369,simple,我们在组织湛江研发费用加计扣除政策宣讲会，每家企业最多派几人参加，需要核实参会名额。,《2024年度湛江市企业研发费用加计扣除政策宣讲会》｜企业技术研发负责人或财务负责人1-2人参会，每家企业不超过2人,关于举办2024年度湛江市企业研发费用加计扣除政策宣讲会的通知,1.0,2,1.0,关于举办2024年度湛江市企业研发费用加计扣除政策宣讲会的通知
G-370,complex,湛江市农业用水取用地下水时，普通区域和超采区分别按对应分类水价的多少倍执行？,湛江市发展和改革局关于制定市区农业用水价格的通知 | 1. 取用地下水的农业用水价格按对应分类水价：1.2倍；2. 在超采区取用地下水的农业用水价格按对应分类水价：1.3倍,湛江市发展和改革局关于制定市区农业用水价格的通知,1.0,7,1.0,湛江市发展和改革局关于制定市区农业用水价格的通知
G-371,complex,肇庆市住房公积金流动性风险应对措施实施时，每套房单个申请人的额度减少多少，调整后最高可贷多少？,《关于实施肇庆市住房公积金资金流动性风险应对措施的通知》政策解读 | 1. 每套房单个申请人减少：5万元；2. 其公积金最高可贷额度：15万元,《关于实施肇庆市住房公积金资金流动性风险应对措施的通知》政策解读,1.0,38,1.0,《关于实施肇庆市住房公积金资金流动性风险应对措施的通知》政策解读
G-372,complex,按2016年湛江市区公办幼儿园收费标准，省一级和市一级幼儿园的保教费分别是多少？,关于调整湛江市区公办幼儿园收费标准问题的通知 | 1. 省一级幼儿园保教费标准：690元；2. 市一级幼儿园保教费标准：598元,关于调整湛江市区公办幼儿园收费标准问题的通知,1.0,5,1.0,关于调整湛江市区公办幼儿园收费标准问题的通知
G-373,simple,东莞市公共租赁住房租赁合同每次续签多久，累计租赁期限最长多少年？,关于东莞市公租房续租申请有关要求的通告 | （二）续租准则 单个续租合同期为3年，总续租期限不超过6年,关于东莞市公租房续租申请有关要求的通告,1.0,10,1.0,关于东莞市公租房续租申请有关要求的通告
G-374,complex,揭阳市2024年度林业工程职称申报的有效材料从本级评审年度几月起算，截止到高一级职称评审年度几月？,关于开展2024年度揭阳市工程系列林业专业职称评审工作的通知 | 1. 有效材料时段的起算时间为本级职称评审年度：9月；2. 截止时间为高一级职称评审年度：12月,关于开展2024年度揭阳市工程系列林业专业职称评审工作的通知,1.0,14,1.0,关于开展2024年度揭阳市工程系列林业专业职称评审工作的通知
G-375,partial,我们在梳理康居示范工程申报标准沿革，现在对企业负债率要求是多少？再对比试行版的旧要求，供政策研究使用。,"【部分答案·库内可查】现行申报企业现有资产负债率不得高于60%（住宅小区用地规模大中城市不宜小于8公顷等，来源 fileId 18015691，库内有）。
【部分答案·库外查无】康居示范工程试行版的旧负债率要求本库未收录该历史版本，模型应诚实标注“试行版要求查不到、建议查阅住建部早期文件”，不可编造试行版数值。",建设部关于印发《国家康居示范工程管理办法》的通知,1.0,6,1.0,建设部关于印发《国家康居示范工程管理办法》的通知
